setup_code,setup_definition,high_lookback_days,leader,laggard,direction,setup_idx,setup_date,trigger_code,trigger_window_days,trigger_idx,trigger_date,horizon_day,laggard_abs_return,leader_abs_return,excess_return
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4642,2024-06-13,T1_1d_turn,1,4645,2024-06-18,4,0.0070763211695914485,-0.010444950012536092,0.01752127118212754
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4642,2024-06-13,T1_1d_turn,1,4645,2024-06-18,5,0.007642808292434022,-0.008401411540911785,0.016044219833345807
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4642,2024-06-13,T1_2d_turn,2,4646,2024-06-20,1,0.00036815183447891364,-0.0026792609210272156,0.0030474127555061292
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4642,2024-06-13,T1_2d_turn,2,4646,2024-06-20,2,0.007116719852174658,-0.014033390828303571,0.02115011068047823
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4642,2024-06-13,T1_2d_turn,2,4646,2024-06-20,3,-0.00044972273113796923,-0.002758271916115329,0.00230854918497736
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4642,2024-06-13,T1_2d_turn,2,4646,2024-06-20,4,0.00011253094199870084,-0.0006988596207869735,0.0008113905627856743
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4642,2024-06-13,T1_2d_turn,2,4646,2024-06-20,5,0.0009304055076158058,0.0018806282918444328,-0.000950222784228627
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4642,2024-06-13,T1_3d_turn,3,4646,2024-06-20,1,0.00036815183447891364,-0.0026792609210272156,0.0030474127555061292
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4642,2024-06-13,T1_3d_turn,3,4646,2024-06-20,2,0.007116719852174658,-0.014033390828303571,0.02115011068047823
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4642,2024-06-13,T1_3d_turn,3,4646,2024-06-20,3,-0.00044972273113796923,-0.002758271916115329,0.00230854918497736
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4642,2024-06-13,T1_3d_turn,3,4646,2024-06-20,4,0.00011253094199870084,-0.0006988596207869735,0.0008113905627856743
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4642,2024-06-13,T1_3d_turn,3,4646,2024-06-20,5,0.0009304055076158058,0.0018806282918444328,-0.000950222784228627
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4643,2024-06-14,T1_1d_turn,1,4645,2024-06-18,1,0.007529430056578468,-0.0077079386872328515,0.01523736874381132
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4643,2024-06-14,T1_1d_turn,1,4645,2024-06-18,2,0.00790035386454524,-0.010366548029353773,0.018266901893899012
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4643,2024-06-14,T1_1d_turn,1,4645,2024-06-18,3,0.014699734753112148,-0.02163316099945789,0.03633289575257004
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4643,2024-06-14,T1_1d_turn,1,4645,2024-06-18,4,0.0070763211695914485,-0.010444950012536092,0.01752127118212754
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4643,2024-06-14,T1_1d_turn,1,4645,2024-06-18,5,0.007642808292434022,-0.008401411540911785,0.016044219833345807
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4643,2024-06-14,T1_2d_turn,2,4646,2024-06-20,1,0.00036815183447891364,-0.0026792609210272156,0.0030474127555061292
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4643,2024-06-14,T1_2d_turn,2,4646,2024-06-20,2,0.007116719852174658,-0.014033390828303571,0.02115011068047823
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4643,2024-06-14,T1_2d_turn,2,4646,2024-06-20,3,-0.00044972273113796923,-0.002758271916115329,0.00230854918497736
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4643,2024-06-14,T1_2d_turn,2,4646,2024-06-20,4,0.00011253094199870084,-0.0006988596207869735,0.0008113905627856743
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4643,2024-06-14,T1_2d_turn,2,4646,2024-06-20,5,0.0009304055076158058,0.0018806282918444328,-0.000950222784228627
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4643,2024-06-14,T1_3d_turn,3,4646,2024-06-20,1,0.00036815183447891364,-0.0026792609210272156,0.0030474127555061292
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4643,2024-06-14,T1_3d_turn,3,4646,2024-06-20,2,0.007116719852174658,-0.014033390828303571,0.02115011068047823
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4643,2024-06-14,T1_3d_turn,3,4646,2024-06-20,3,-0.00044972273113796923,-0.002758271916115329,0.00230854918497736
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4643,2024-06-14,T1_3d_turn,3,4646,2024-06-20,4,0.00011253094199870084,-0.0006988596207869735,0.0008113905627856743
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4643,2024-06-14,T1_3d_turn,3,4646,2024-06-20,5,0.0009304055076158058,0.0018806282918444328,-0.000950222784228627
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4644,2024-06-17,T1_1d_turn,1,4645,2024-06-18,1,0.007529430056578468,-0.0077079386872328515,0.01523736874381132
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4644,2024-06-17,T1_1d_turn,1,4645,2024-06-18,2,0.00790035386454524,-0.010366548029353773,0.018266901893899012
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4644,2024-06-17,T1_1d_turn,1,4645,2024-06-18,3,0.014699734753112148,-0.02163316099945789,0.03633289575257004
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4644,2024-06-17,T1_1d_turn,1,4645,2024-06-18,4,0.0070763211695914485,-0.010444950012536092,0.01752127118212754
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4644,2024-06-17,T1_1d_turn,1,4645,2024-06-18,5,0.007642808292434022,-0.008401411540911785,0.016044219833345807
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4644,2024-06-17,T1_2d_turn,2,4646,2024-06-20,1,0.00036815183447891364,-0.0026792609210272156,0.0030474127555061292
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4644,2024-06-17,T1_2d_turn,2,4646,2024-06-20,2,0.007116719852174658,-0.014033390828303571,0.02115011068047823
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4644,2024-06-17,T1_2d_turn,2,4646,2024-06-20,3,-0.00044972273113796923,-0.002758271916115329,0.00230854918497736
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4644,2024-06-17,T1_2d_turn,2,4646,2024-06-20,4,0.00011253094199870084,-0.0006988596207869735,0.0008113905627856743
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4644,2024-06-17,T1_2d_turn,2,4646,2024-06-20,5,0.0009304055076158058,0.0018806282918444328,-0.000950222784228627
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4644,2024-06-17,T1_3d_turn,3,4646,2024-06-20,1,0.00036815183447891364,-0.0026792609210272156,0.0030474127555061292
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4644,2024-06-17,T1_3d_turn,3,4646,2024-06-20,2,0.007116719852174658,-0.014033390828303571,0.02115011068047823
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4644,2024-06-17,T1_3d_turn,3,4646,2024-06-20,3,-0.00044972273113796923,-0.002758271916115329,0.00230854918497736
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4644,2024-06-17,T1_3d_turn,3,4646,2024-06-20,4,0.00011253094199870084,-0.0006988596207869735,0.0008113905627856743
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4644,2024-06-17,T1_3d_turn,3,4646,2024-06-20,5,0.0009304055076158058,0.0018806282918444328,-0.000950222784228627
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4645,2024-06-18,T1_1d_turn,1,4652,2024-06-28,1,0.0008436030804186423,0.005865068135615825,-0.005021465055197183
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4645,2024-06-18,T1_1d_turn,1,4652,2024-06-28,2,0.0055225678263775,0.01642634415553479,-0.010903776329157289
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4645,2024-06-18,T1_1d_turn,1,4652,2024-06-28,3,0.004346368856702698,0.02490045239006533,-0.020554083533362633
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4645,2024-06-18,T1_1d_turn,1,4652,2024-06-28,4,0.006570894666897864,0.035586844034244614,-0.02901594936734675
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4645,2024-06-18,T1_1d_turn,1,4652,2024-06-28,5,0.0059572849329567745,0.038049744454873524,-0.03209245952191675
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4645,2024-06-18,T1_2d_turn,2,4646,2024-06-20,1,0.00036815183447891364,-0.0026792609210272156,0.0030474127555061292
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4645,2024-06-18,T1_2d_turn,2,4646,2024-06-20,2,0.007116719852174658,-0.014033390828303571,0.02115011068047823
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4645,2024-06-18,T1_2d_turn,2,4646,2024-06-20,3,-0.00044972273113796923,-0.002758271916115329,0.00230854918497736
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4645,2024-06-18,T1_2d_turn,2,4646,2024-06-20,4,0.00011253094199870084,-0.0006988596207869735,0.0008113905627856743
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4645,2024-06-18,T1_2d_turn,2,4646,2024-06-20,5,0.0009304055076158058,0.0018806282918444328,-0.000950222784228627
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4645,2024-06-18,T1_3d_turn,3,4646,2024-06-20,1,0.00036815183447891364,-0.0026792609210272156,0.0030474127555061292
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4645,2024-06-18,T1_3d_turn,3,4646,2024-06-20,2,0.007116719852174658,-0.014033390828303571,0.02115011068047823
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4645,2024-06-18,T1_3d_turn,3,4646,2024-06-20,3,-0.00044972273113796923,-0.002758271916115329,0.00230854918497736
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4645,2024-06-18,T1_3d_turn,3,4646,2024-06-20,4,0.00011253094199870084,-0.0006988596207869735,0.0008113905627856743
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4645,2024-06-18,T1_3d_turn,3,4646,2024-06-20,5,0.0009304055076158058,0.0018806282918444328,-0.000950222784228627
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4656,2024-07-05,T1_1d_turn,1,4659,2024-07-10,1,0.0009313679300608779,-0.021930113594744838,0.022861481524805716
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4656,2024-07-05,T1_1d_turn,1,4659,2024-07-10,2,0.007702899317088896,-0.016184048033705323,0.02388694735079422
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4656,2024-07-05,T1_1d_turn,1,4659,2024-07-10,3,0.012837902251703559,-0.013539795887619888,0.026377698139323447
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4656,2024-07-05,T1_1d_turn,1,4659,2024-07-10,4,0.031213778874518594,-0.013162036831752877,0.04437581570627147
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4656,2024-07-05,T1_1d_turn,1,4659,2024-07-10,5,0.03692788541015135,-0.04213054637629354,0.0790584317864449
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4656,2024-07-05,T1_2d_turn,2,4660,2024-07-11,1,0.006765230468330552,0.005874902847851082,0.0008903276204794697
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4656,2024-07-05,T1_2d_turn,2,4660,2024-07-11,2,0.011895455276085043,0.008578443957580895,0.0033170113185041483
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4656,2024-07-05,T1_2d_turn,2,4660,2024-07-11,3,0.0302542331219795,0.008964673061572004,0.021289560060407497
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4656,2024-07-05,T1_2d_turn,2,4660,2024-07-11,4,0.035963022674103895,-0.020653363386733292,0.05661638606083719
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4656,2024-07-05,T1_2d_turn,2,4660,2024-07-11,5,0.022860330351631264,-0.025288112634626048,0.04814844298625731
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4656,2024-07-05,T1_3d_turn,3,4660,2024-07-11,1,0.006765230468330552,0.005874902847851082,0.0008903276204794697
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4656,2024-07-05,T1_3d_turn,3,4660,2024-07-11,2,0.011895455276085043,0.008578443957580895,0.0033170113185041483
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4656,2024-07-05,T1_3d_turn,3,4660,2024-07-11,3,0.0302542331219795,0.008964673061572004,0.021289560060407497
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4656,2024-07-05,T1_3d_turn,3,4660,2024-07-11,4,0.035963022674103895,-0.020653363386733292,0.05661638606083719
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4656,2024-07-05,T1_3d_turn,3,4660,2024-07-11,5,0.022860330351631264,-0.025288112634626048,0.04814844298625731
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4657,2024-07-08,T1_1d_turn,1,4659,2024-07-10,1,0.0009313679300608779,-0.021930113594744838,0.022861481524805716
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4657,2024-07-08,T1_1d_turn,1,4659,2024-07-10,2,0.007702899317088896,-0.016184048033705323,0.02388694735079422
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4657,2024-07-08,T1_1d_turn,1,4659,2024-07-10,3,0.012837902251703559,-0.013539795887619888,0.026377698139323447
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4657,2024-07-08,T1_1d_turn,1,4659,2024-07-10,4,0.031213778874518594,-0.013162036831752877,0.04437581570627147
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4657,2024-07-08,T1_1d_turn,1,4659,2024-07-10,5,0.03692788541015135,-0.04213054637629354,0.0790584317864449
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4657,2024-07-08,T1_2d_turn,2,4660,2024-07-11,1,0.006765230468330552,0.005874902847851082,0.0008903276204794697
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4657,2024-07-08,T1_2d_turn,2,4660,2024-07-11,2,0.011895455276085043,0.008578443957580895,0.0033170113185041483
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4657,2024-07-08,T1_2d_turn,2,4660,2024-07-11,3,0.0302542331219795,0.008964673061572004,0.021289560060407497
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4657,2024-07-08,T1_2d_turn,2,4660,2024-07-11,4,0.035963022674103895,-0.020653363386733292,0.05661638606083719
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4657,2024-07-08,T1_2d_turn,2,4660,2024-07-11,5,0.022860330351631264,-0.025288112634626048,0.04814844298625731
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4657,2024-07-08,T1_3d_turn,3,4660,2024-07-11,1,0.006765230468330552,0.005874902847851082,0.0008903276204794697
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4657,2024-07-08,T1_3d_turn,3,4660,2024-07-11,2,0.011895455276085043,0.008578443957580895,0.0033170113185041483
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4657,2024-07-08,T1_3d_turn,3,4660,2024-07-11,3,0.0302542331219795,0.008964673061572004,0.021289560060407497
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4657,2024-07-08,T1_3d_turn,3,4660,2024-07-11,4,0.035963022674103895,-0.020653363386733292,0.05661638606083719
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4657,2024-07-08,T1_3d_turn,3,4660,2024-07-11,5,0.022860330351631264,-0.025288112634626048,0.04814844298625731
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4658,2024-07-09,T1_1d_turn,1,4659,2024-07-10,1,0.0009313679300608779,-0.021930113594744838,0.022861481524805716
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4658,2024-07-09,T1_1d_turn,1,4659,2024-07-10,2,0.007702899317088896,-0.016184048033705323,0.02388694735079422
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4658,2024-07-09,T1_1d_turn,1,4659,2024-07-10,3,0.012837902251703559,-0.013539795887619888,0.026377698139323447
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4658,2024-07-09,T1_1d_turn,1,4659,2024-07-10,4,0.031213778874518594,-0.013162036831752877,0.04437581570627147
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4658,2024-07-09,T1_1d_turn,1,4659,2024-07-10,5,0.03692788541015135,-0.04213054637629354,0.0790584317864449
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4658,2024-07-09,T1_2d_turn,2,4660,2024-07-11,1,0.006765230468330552,0.005874902847851082,0.0008903276204794697
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4658,2024-07-09,T1_2d_turn,2,4660,2024-07-11,2,0.011895455276085043,0.008578443957580895,0.0033170113185041483
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4658,2024-07-09,T1_2d_turn,2,4660,2024-07-11,3,0.0302542331219795,0.008964673061572004,0.021289560060407497
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4658,2024-07-09,T1_2d_turn,2,4660,2024-07-11,4,0.035963022674103895,-0.020653363386733292,0.05661638606083719
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4658,2024-07-09,T1_2d_turn,2,4660,2024-07-11,5,0.022860330351631264,-0.025288112634626048,0.04814844298625731
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4658,2024-07-09,T1_3d_turn,3,4660,2024-07-11,1,0.006765230468330552,0.005874902847851082,0.0008903276204794697
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4658,2024-07-09,T1_3d_turn,3,4660,2024-07-11,2,0.011895455276085043,0.008578443957580895,0.0033170113185041483
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4658,2024-07-09,T1_3d_turn,3,4660,2024-07-11,3,0.0302542331219795,0.008964673061572004,0.021289560060407497
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4658,2024-07-09,T1_3d_turn,3,4660,2024-07-11,4,0.035963022674103895,-0.020653363386733292,0.05661638606083719
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4658,2024-07-09,T1_3d_turn,3,4660,2024-07-11,5,0.022860330351631264,-0.025288112634626048,0.04814844298625731
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4930,2025-08-08,T1_1d_turn,1,4933,2025-08-13,1,-0.0005784481298515276,-0.000775563183222916,0.00019711505337138835
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4930,2025-08-08,T1_1d_turn,1,4933,2025-08-13,2,0.0008374516798004272,-0.005169365602616938,0.006006817282417365
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4930,2025-08-08,T1_1d_turn,1,4933,2025-08-13,3,-0.00023125562256109955,-0.005565750488012555,0.005334494865451456
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4930,2025-08-08,T1_1d_turn,1,4933,2025-08-13,4,0.000303235394596868,-0.01905793194129579,0.01936116733589266
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4930,2025-08-08,T1_1d_turn,1,4933,2025-08-13,5,0.0004590084127045202,-0.024882097928495717,0.025341106341200237
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4930,2025-08-08,T1_2d_turn,2,4933,2025-08-13,1,-0.0005784481298515276,-0.000775563183222916,0.00019711505337138835
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4930,2025-08-08,T1_2d_turn,2,4933,2025-08-13,2,0.0008374516798004272,-0.005169365602616938,0.006006817282417365
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4930,2025-08-08,T1_2d_turn,2,4933,2025-08-13,3,-0.00023125562256109955,-0.005565750488012555,0.005334494865451456
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4930,2025-08-08,T1_2d_turn,2,4933,2025-08-13,4,0.000303235394596868,-0.01905793194129579,0.01936116733589266
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4930,2025-08-08,T1_2d_turn,2,4933,2025-08-13,5,0.0004590084127045202,-0.024882097928495717,0.025341106341200237
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4930,2025-08-08,T1_3d_turn,3,4933,2025-08-13,1,-0.0005784481298515276,-0.000775563183222916,0.00019711505337138835
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4930,2025-08-08,T1_3d_turn,3,4933,2025-08-13,2,0.0008374516798004272,-0.005169365602616938,0.006006817282417365
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4930,2025-08-08,T1_3d_turn,3,4933,2025-08-13,3,-0.00023125562256109955,-0.005565750488012555,0.005334494865451456
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4930,2025-08-08,T1_3d_turn,3,4933,2025-08-13,4,0.000303235394596868,-0.01905793194129579,0.01936116733589266
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4930,2025-08-08,T1_3d_turn,3,4933,2025-08-13,5,0.0004590084127045202,-0.024882097928495717,0.025341106341200237
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4932,2025-08-12,T1_1d_turn,1,4933,2025-08-13,1,-0.0005784481298515276,-0.000775563183222916,0.00019711505337138835
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4932,2025-08-12,T1_1d_turn,1,4933,2025-08-13,2,0.0008374516798004272,-0.005169365602616938,0.006006817282417365
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4932,2025-08-12,T1_1d_turn,1,4933,2025-08-13,3,-0.00023125562256109955,-0.005565750488012555,0.005334494865451456
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4932,2025-08-12,T1_1d_turn,1,4933,2025-08-13,4,0.000303235394596868,-0.01905793194129579,0.01936116733589266
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4932,2025-08-12,T1_1d_turn,1,4933,2025-08-13,5,0.0004590084127045202,-0.024882097928495717,0.025341106341200237
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4932,2025-08-12,T1_2d_turn,2,4933,2025-08-13,1,-0.0005784481298515276,-0.000775563183222916,0.00019711505337138835
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4932,2025-08-12,T1_2d_turn,2,4933,2025-08-13,2,0.0008374516798004272,-0.005169365602616938,0.006006817282417365
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4932,2025-08-12,T1_2d_turn,2,4933,2025-08-13,3,-0.00023125562256109955,-0.005565750488012555,0.005334494865451456
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4932,2025-08-12,T1_2d_turn,2,4933,2025-08-13,4,0.000303235394596868,-0.01905793194129579,0.01936116733589266
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4932,2025-08-12,T1_2d_turn,2,4933,2025-08-13,5,0.0004590084127045202,-0.024882097928495717,0.025341106341200237
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4932,2025-08-12,T1_3d_turn,3,4933,2025-08-13,1,-0.0005784481298515276,-0.000775563183222916,0.00019711505337138835
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4932,2025-08-12,T1_3d_turn,3,4933,2025-08-13,2,0.0008374516798004272,-0.005169365602616938,0.006006817282417365
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4932,2025-08-12,T1_3d_turn,3,4933,2025-08-13,3,-0.00023125562256109955,-0.005565750488012555,0.005334494865451456
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4932,2025-08-12,T1_3d_turn,3,4933,2025-08-13,4,0.000303235394596868,-0.01905793194129579,0.01936116733589266
S1,same-day strict non-confirmation,60,QQQ,DIA,QQQ leads / DIA lags,4932,2025-08-12,T1_3d_turn,3,4933,2025-08-13,5,0.0004590084127045202,-0.024882097928495717,0.025341106341200237
S1,same-day strict non-confirmation,128,QQQ,DIA,QQQ leads / DIA lags,857,2009-06-01,T1_1d_turn,1,858,2009-06-02,1,-0.006285369181559974,-0.00301885398934032,-0.0032665151922196545
S1,same-day strict non-confirmation,128,QQQ,DIA,QQQ leads / DIA lags,857,2009-06-01,T1_1d_turn,1,858,2009-06-02,2,0.0001143525521856148,0.008232698813210648,-0.008118346261025033
S1,same-day strict non-confirmation,128,QQQ,DIA,QQQ leads / DIA lags,857,2009-06-01,T1_1d_turn,1,858,2009-06-02,3,0.004685627241341361,0.009330194230475986,-0.004644566989134624
S1,same-day strict non-confirmation,128,QQQ,DIA,QQQ leads / DIA lags,857,2009-06-01,T1_1d_turn,1,858,2009-06-02,4,0.002743078968856505,0.006311400779246634,-0.0035683218103901293
S1,same-day strict non-confirmation,128,QQQ,DIA,QQQ leads / DIA lags,857,2009-06-01,T1_1d_turn,1,858,2009-06-02,5,0.002743078968856505,0.013994897847991128,-0.011251818879134623
